frame,gpu_ms,cpu_ms,triangles,draws
195,15.9593,1.101,559929,593
196,17.3569,0.895,559929,593
197,16.5458,1.102,559929,593
198,16.3035,1.024,560399,593
199,15.2698,1.151,561451,593
200,16.6398,0.957,561451,593
201,16.2112,1.333,561451,593
202,16.042,0.915,561857,593
203,16.4824,1.123,561993,593
204,17.1306,1.227,561605,593
205,16.4054,1.009,562165,593
206,15.9072,0.972,563701,593
207,16.9639,0.901,563701,593
208,16.4507,1.243,563701,593
209,17.4951,1.072,563389,593
210,16.3896,1.023,564007,593
211,16.5559,1.148,564447,593
212,16.0908,0.861,565227,593
213,16.1614,1.047,565227,593
214,16.2857,0.847,565227,593
215,17.1279,0.94,563347,593
216,16.6374,1.289,563347,593
217,15.8844,0.92,563155,593
218,17.0566,1.016,563203,593
219,17.6634,1.118,563359,593
220,16.2496,1.098,563519,593
221,16.1699,1.04,563547,593
222,16.3456,1.09,563547,593
223,16.8789,1.082,563547,593
224,16.935,1.08,563821,593
225,16.6078,1.031,563829,593
226,16.018,1.149,563559,593
227,18.0802,0.913,563559,593
228,16.2521,1.22,564113,593
229,16.6612,0.956,564351,593
230,16.939,0.951,565599,593
231,16.7166,1.096,565295,593
232,16.3503,0.999,564403,593
233,16.7207,0.973,564403,593
234,16.4097,1.065,567793,593
235,17.4151,0.962,567793,593
236,16.3446,1.463,567793,593
237,17.5586,0.96,567793,593
238,16.5116,1.049,567965,593
239,16.1503,0.931,567965,593
240,15.9844,1.118,567475,593
241,16.1979,0.894,565777,593
242,17.2717,0.93,565825,593
243,16.1539,1.23,565825,593
244,16.1968,0.976,564035,593
245,17.1721,1.199,563721,593
246,16.2901,0.946,563721,593
247,16.5619,1.094,563641,593
248,16.0378,0.882,563641,593
249,17.0391,0.982,563641,593
250,15.7882,1.64,562719,593
251,16.1753,1.105,562719,593
252,16.7698,0.952,562719,593
253,16.1596,1.068,562719,593
254,15.792,1.041,563057,593
255,16.0951,1.018,562925,593
256,16.1093,0.992,563003,593
257,16.915,0.994,562747,593
258,15.9824,0.971,566137,593
259,17.2398,0.989,566137,593
260,16.7441,1.12,566941,593
261,16.23,1.049,566957,593
262,16.8249,0.959,565997,593
263,16.5382,1.222,565843,593
264,16.2617,1.062,565791,593
265,16.3864,0.957,565791,593
266,17.3083,0.921,565791,593
267,16.5949,1.599,565827,593
268,17.1224,1.217,565395,593
269,17.0466,1.049,564923,593
270,16.4412,1.109,564923,593
271,16.7609,0.96,565777,593
272,16.4668,1.195,578993,593
273,16.695,0.991,578993,593
274,16.337,0.929,579025,593
275,16.6057,0.96,578913,593
276,17.0612,0.89,578913,593
277,16.2779,1.037,579467,593
278,18.1831,0.958,579595,593
279,16.6394,1.3,566655,593
280,16.8302,1.235,566655,593
281,16.8593,1.179,566335,593
282,16.3737,1.206,568503,593
283,16.584,0.916,568503,593
284,16.6706,0.946,568887,593
285,16.1071,1.134,570381,593
286,17.3807,1.024,571029,593
287,15.9794,1.057,571029,593
288,17.2008,0.933,569949,593
289,15.4155,1.081,569881,593
290,16.7916,1.048,570185,593
291,16.2939,1.152,568865,593
292,16.5639,1.015,566785,593
293,15.9542,1.055,565203,593
294,15.8818,0.99,565203,593
295,17.1729,0.868,565203,593
296,16.7394,1.149,564765,593
297,15.8431,1.27,561877,593
298,15.5322,0.965,561877,593
299,16.1606,0.87,562251,593
300,16.489,1.392,562399,593
301,15.4728,1.129,562399,593
302,15.8012,0.958,560959,593
303,15.6379,1.103,562467,593
304,15.4095,0.867,562291,593
305,15.2161,0.911,562291,593
306,17.2748,1.163,562291,593
307,15.7516,1.073,562291,593
308,15.6676,1.06,562291,593
309,16.2932,1.068,562291,593
310,16.1703,1.115,562291,593
311,15.2563,1.145,561305,593
312,16.8697,1.021,561305,593
313,15.8074,1.068,561305,593
314,15.5337,1.085,561161,593
315,15.8507,0.955,561161,593
316,15.495,1.05,561161,593
317,15.7238,0.995,561089,593
318,16.6005,0.992,561257,593
319,15.7306,0.95,561257,593
320,15.8124,1.02,561257,593
321,16.0477,1.038,561257,593
322,16.0886,1.268,561257,593
323,16.4082,1.137,561257,593
324,15.4928,0.944,561257,593
325,16.5516,0.929,561161,593
326,16.0437,1.451,561161,593
327,16.4347,0.97,559037,593
328,16.4495,1.112,558483,593
329,15.7258,1.043,558675,593
330,16.0816,1.008,561005,593
331,15.9982,1.053,561005,593
332,16.8978,1.028,562333,593
333,15.9407,1.049,563221,593
334,16.2696,1.097,563221,593
335,15.7969,1.253,562589,593
336,16.779,0.903,562685,593
337,16.1211,1.097,563645,593
338,15.7194,0.981,563645,593
339,17.2818,1.079,563501,593
340,15.8353,1.308,563489,593
341,16.5884,1.134,563801,593
342,16.0313,0.865,563993,593
343,16.5014,1.024,563993,593
344,17.2417,1.089,564041,593
345,16.1821,1.142,564041,593
346,15.9098,0.977,564041,593
347,15.8088,0.915,563753,593
348,17.4417,0.953,563753,593
349,16.409,1.159,563689,593
350,16.0018,0.955,564505,593
351,16.7385,1.006,564843,593
352,17.1578,1.233,565971,593
353,18.0184,1.047,566455,593
354,16.2563,1.01,566131,593
355,16.1513,0.944,566199,593
356,16.2633,0.988,566733,593
357,17.0195,0.927,566925,593
358,16.1667,1.242,568629,593
359,16.6374,1.084,568961,593
360,17.1872,0.995,568961,593
361,17.0538,1.451,568953,593
362,16.3088,1.122,568997,593
363,17.3338,0.927,568935,593
364,16.4833,0.997,568935,593
365,16.838,0.928,568935,593
366,17.1401,1.047,568807,593
367,16.5151,1.044,568943,593
368,17.4422,1.119,568943,593
369,16.4962,1.096,568943,593
370,18.0053,0.99,568943,593
371,16.7903,1.189,568943,593
372,16.4041,0.93,568943,593
373,17.2079,0.991,569095,593
374,17.316,1.231,569095,593
375,17.3262,1.14,569095,593
376,16.5707,1.119,569067,593
377,17.8237,0.905,568729,593
378,16.7108,1.264,568769,593
379,17.3273,1.183,568889,593
380,16.6088,1.039,568969,593
381,17.4434,1.057,568961,593
382,17.5728,1.435,568961,593
383,17.3172,1.169,568961,593
384,18.1289,1.07,568821,593
385,16.9792,0.945,568821,593
386,16.7327,1.087,568821,593
387,16.7869,1.072,568821,593
388,17.112,1.15,568821,593
389,18.3923,1.181,568821,593
390,17.131,1.148,568611,593
391,17.0609,0.919,568611,593
392,17.406,0.968,568419,593
393,16.5156,1.161,568419,593
394,18.2835,1.009,568257,593
395,17.0207,1.132,567387,593
396,16.9201,1.006,567387,593
397,18.2079,1.092,567387,593
398,16.663,1.151,563507,593
399,17.5904,1.041,563507,593
400,16.5338,1.136,563507,593
401,16.7841,0.906,563507,593
402,17.8168,1.04,563203,593
403,16.9712,1.283,562865,593
404,16.9396,0.99,562865,593
405,17.3967,0.843,562865,593
406,16.9764,1.127,562865,593
407,17.8895,0.923,562626,593
408,17.3456,1.02,562396,593
409,16.9413,1.004,562357,593
410,17.4446,0.904,562357,593
411,17.1507,1.062,562357,593
412,17.3335,1.084,562357,593
413,17.2546,1.17,562121,593
414,17.6075,0.854,562041,593
415,17.0651,1.3,562041,593
416,18.2244,1.026,562041,593
417,17.623,0.928,561865,593
418,17.2667,0.895,561733,593
419,17.51,1.091,561733,593
420,19.04,1.142,561733,593
421,17.7377,1.029,561733,593
422,18.1514,1.038,561733,593
423,17.4458,1.303,561733,593
424,18.2208,1.079,560829,593
425,17.9982,1.089,560829,593
426,18.277,1.101,560829,593
427,17.8794,1.099,560829,593
428,18.7124,1.075,560829,593
429,18.5614,1.056,560829,593
430,17.9393,1.214,560829,593
431,18.0866,1.09,560829,593
432,17.6385,0.918,560829,593
433,19.7596,1.092,560761,593
434,18.4175,1.28,559349,593
435,18.5362,1.327,559349,593
436,18.0327,1.586,559349,593
437,17.8668,1.028,559349,593
438,18.4234,0.857,559349,593
439,18.6841,1.2,559349,593
440,17.7556,1.102,559349,593
441,17.963,1.074,559349,593
442,18.6207,0.967,559111,593
443,17.7434,1.143,545837,593
444,18.2105,1.181,545837,593
445,17.3682,1.2,544154,593
446,17.2775,1.109,544282,593
447,17.8714,0.845,543272,593
448,17.3656,1.386,543272,593
449,18.3762,0.955,540752,593
450,17.3148,1.065,539142,593
451,17.5068,1.043,539916,593
452,17.0221,1.152,539916,593
453,17.8946,0.986,539916,593
454,18.7306,1.197,540012,593
455,18.7304,1.103,538932,593
456,16.9922,1.098,538932,593
457,16.8274,0.882,538932,593
458,16.9991,0.966,537946,593
459,17.6176,1.044,537946,593
460,17.03,1.097,537946,593
461,16.9874,1.122,537946,593
462,16.8522,0.921,537946,593
463,16.9324,1.071,537868,593
464,16.9329,1,537868,593
465,16.6253,0.984,537700,593
466,18.123,1.096,537700,593
467,17.2777,1.393,537700,593
468,17.8326,1.071,537700,593
469,16.9085,1.091,537700,593
470,18.6638,0.845,537282,593
471,18.1018,1.062,537602,593
472,17.7436,1.37,537326,593
473,17.046,1.026,536772,593
474,17.4572,1.101,536772,593
475,17.1626,1.117,536772,593
476,17.0613,1.06,536312,593
477,17.5787,1.306,536312,593
478,16.5406,1.057,536312,593
479,17.0716,1.056,536312,593
480,17.4465,1.057,534144,593
481,16.3242,1.062,534144,593
482,18.1516,1.016,534100,593
483,17.0268,0.986,534100,593
484,17.4286,0.971,533676,593
485,16.946,1.231,533664,593
486,17.134,1.076,534096,593
487,17.5421,1.09,534096,593
488,16.4956,1.107,534096,593
489,16.5927,0.895,534744,593
490,17.7812,1.043,535048,593
491,17.3765,1.13,535048,593
492,17.1519,1.17,535048,593
493,16.4745,1.041,535048,593
494,16.8736,0.948,535048,593
495,16.6953,0.937,535048,593
496,16.3311,1.163,535048,593
497,16.679,0.971,534832,593
498,16.5956,1.257,534832,593
499,16.9772,1.133,534832,593
500,16.5735,1.054,534832,593
501,17.1912,1.164,534832,593
502,16.6354,0.845,534832,593
503,17.1394,0.917,534832,593
504,16.2734,1.211,534832,593
505,16.4008,1.119,534832,593
506,17.5771,1.033,534508,593
507,16.1942,1.133,534508,593
508,15.9402,1.136,534252,593
509,18.0008,0.935,533692,593
510,16.4671,1.146,533692,593
511,16.1558,1.001,533692,593
512,16.7095,1.007,533692,593
513,16.9242,1.079,533644,593
514,16.7574,1.467,533644,593
515,16.8101,0.971,533644,593
516,16.5525,0.969,531764,593
517,18.102,0.998,531764,593
518,16.4822,1.617,531764,593
519,17.8164,1.129,531764,593
520,16.5121,1.145,532658,593
521,17.2116,1.063,532658,593
522,17.3174,1.034,532658,593
523,16.651,1.406,531722,593
524,16.5828,1.11,531562,593
525,17.2742,0.859,531562,593
526,16.3437,0.87,531224,593
527,17.2165,0.827,531224,593
528,16.8737,1.316,531948,593
529,16.923,0.96,531948,593
530,16.8775,1.08,531920,593
531,17.0088,1.021,531764,593
532,16.4524,1.071,531764,593
533,16.3864,1.087,530072,593
534,17.9104,1.043,544274,593
535,16.6614,1.168,544266,593
536,17.184,1.028,544266,593
537,16.5801,1.107,544266,593
538,17.8255,1.016,544266,593
539,16.9192,1.058,544266,593
540,17.3015,0.972,544922,593
541,16.5279,1.081,543284,593
542,16.6864,1.096,542956,593
543,16.4214,1.219,542652,593
544,16.4922,1.051,542652,593
545,16.4702,0.984,542460,593
546,17.0791,0.839,542460,593
547,17.7168,1.108,542228,593
548,16.2206,1.059,542228,593
549,17.5657,0.977,542228,593
550,16.2672,0.99,543447,593
551,16.998,1.142,543439,593
552,16.2396,1.206,543439,593
553,16.3427,0.993,543439,593
554,16.9926,0.832,543101,593
555,16.7592,1.478,542611,593
556,17.3182,1.148,542611,593
557,16.9244,1.115,542479,593
558,16.7017,0.982,542479,593
559,16.3188,0.899,542479,593
560,17.0759,1.09,541519,593
561,17.6339,1.092,541263,593
562,16.4078,1.254,540991,593
563,17.2288,0.88,540991,593
564,16.6579,1.184,540991,593
565,18.056,0.944,540991,593
566,16.7272,1.109,540991,593
567,16.3937,1.029,540991,593
568,17.6713,1.023,540503,593
569,16.8783,1.537,540071,593
570,16.3238,1.165,539835,593
571,17.6924,0.869,539835,593
572,16.5123,1.088,539835,593
573,17.5684,0.877,539835,593
574,16.911,1.108,539379,593
575,17.293,1.041,539379,593
576,16.8853,1.068,539379,593
577,16.5899,0.96,539379,593
578,16.4133,1.037,538847,593
579,18.5195,1.029,538847,593
580,16.5887,1.193,538847,593
581,17.0823,0.959,538799,593
582,16.7443,1.234,538799,593
583,16.3284,1.131,538959,593
584,17.2753,0.964,538055,593
585,16.6239,1.308,538587,593
586,16.2795,1.011,538519,593
587,17.0537,0.98,538519,593
588,17.5648,1.082,537191,593
589,16.1995,1.114,537323,593
590,16.5245,1.002,537323,593
591,16.0102,1.092,537323,593
592,17.1384,0.866,536827,593
593,16.4607,1.254,534027,593
594,16.2722,1.105,533493,593
595,16.7028,1.118,533167,593
596,16.2338,0.979,533167,593
597,15.2826,0.975,533491,593
598,16.0183,1.154,533491,593
599,17.8245,0.88,533315,593
600,16.1918,1.093,532989,593
601,16.0177,1.191,532989,593
602,15.8557,0.953,532989,593
603,16.5043,1.129,532989,593
604,16.0756,1.108,532989,593
605,16.1366,1.055,532003,593
606,15.5987,1.029,531463,593
607,16.4488,1.036,531463,593
608,15.8174,1.071,531463,593
609,16.4343,0.992,529969,593
610,16.0568,1.226,529969,593
611,16.9757,0.93,529969,593
612,16.0477,1.193,529933,593
613,16.5079,1.071,529933,593
614,16.0716,1.183,530483,593
615,16.3366,1.142,529127,593
616,16.1498,1.149,529127,593
617,16.6337,1.082,529127,593
618,16.6061,1.095,529127,593
619,16.6269,1.079,529127,593
620,17.2564,1.038,529991,593
621,16.8047,1.086,529903,593
622,16.5325,1.017,529807,593
623,16.259,1.013,531099,593
624,17.1879,0.983,531839,593
625,16.1303,1.062,513717,593
626,16.3159,1.193,513575,593
627,16.2906,1.05,511211,593
628,16.3952,1.055,511211,593
629,16.0627,0.851,511211,593
630,17.5068,1.102,511211,593
631,16.166,1.222,511211,593
632,16.0468,1.025,509043,593
633,17.0157,0.989,508727,593
634,16.1057,1.095,508993,593
635,16.0786,1.308,508847,593
636,16.8592,0.967,508835,593
637,16.2181,1.28,508835,593
638,15.933,1.024,506835,593
639,16.1216,0.925,506835,593
640,16.409,1.087,506835,593
641,16.2997,1.062,506547,593
642,15.3579,1.115,506547,593
643,15.711,0.942,505823,593
644,15.2906,0.873,507179,593
645,15.5146,0.978,507179,593
646,16.9798,0.89,507339,593
647,15.7523,1.12,507339,593
648,15.9674,1.131,507483,593
649,15.8978,0.9,507483,593
650,16.0453,0.869,507483,593
651,16.6875,1.024,507483,593
652,16.1725,1.117,507483,593
653,16.3403,1.291,507483,593
654,15.6285,1.165,507355,593
655,16.3314,1.174,507355,593
656,17.0777,1.098,507469,593
657,15.9422,1.07,507469,593
658,15.7958,1.182,507481,593
659,15.5362,0.957,507417,593
660,16.2365,1.102,503811,593
661,15.5626,0.952,503811,593
662,15.7314,0.863,503487,593
663,15.6122,0.925,503555,593
664,16.078,0.888,503555,593
665,16.246,1.327,503555,593
666,16.1866,1.027,503555,593
667,16.1243,1.182,503791,593
668,15.7743,1.105,503791,593
669,15.6898,0.894,504459,593
670,15.778,1.005,505105,593
671,15.8677,0.979,505105,593
672,16.1661,0.965,505037,593
673,15.9524,1.101,505037,593
674,16.407,0.987,505661,593
675,16.0509,1.117,509111,593
676,16.8732,1.29,509111,593
677,15.959,1.087,509449,593
678,15.6551,1.053,509457,593
679,16.7868,0.93,509457,593
680,16.1382,1.097,509119,593
681,16.3345,1.161,509083,593
682,15.6852,0.927,509137,593
683,16.7774,1.014,508969,593
684,16.3251,1.167,509071,593
685,15.8227,0.951,509071,593
686,15.745,1.036,509071,593
687,16.439,0.944,509711,593
688,16.3581,1.144,509399,593
689,17.2812,1.071,509475,593
690,15.9726,1.094,509733,593
691,16.3199,1.079,509493,593
692,16.3201,1.063,509521,593
693,15.7964,1.085,509529,593
694,16.6306,1.197,509297,593
695,15.8462,0.966,509313,593
696,16.6578,0.983,509633,593
697,15.7194,1.077,509633,593
698,16.7928,0.874,509015,593
699,16.0072,1.013,509071,593
700,16.7305,1.129,508459,593
701,15.8019,0.852,509023,593
702,16.7434,0.858,508891,593
703,15.8421,1.26,508757,593
704,17.0522,0.977,508949,593
705,15.9551,1.06,509005,593
706,15.8155,1.125,508213,593
707,15.8124,0.832,507799,593
708,17.4175,0.999,507799,593
709,15.7707,1.247,507799,593
710,17.3832,0.91,507767,593
711,16.1524,1.142,507577,593
712,16.509,1.166,507577,593
713,16.5082,1.437,507577,593
714,16.5904,1.008,506911,593
715,16.0864,1.132,506931,593
716,15.9966,0.99,506931,593
717,16.7766,0.865,506931,593
718,16.0217,1.256,507351,593
719,17.3587,0.945,507407,593
720,15.9919,1.043,507407,593
721,17.0919,0.943,506935,593
722,16.8008,1.138,508323,593
723,16.2425,1.191,508323,593
724,15.9856,0.931,508323,593
725,17.0112,0.91,508323,593
726,16.5211,1.145,508323,593
727,16.768,1.193,508961,593
728,16.2345,0.924,508961,593
729,16.4574,0.921,509937,593
730,17.0511,1.212,509937,593
731,17.3796,0.985,509937,593
732,17.0204,1.082,512105,593
733,15.7434,1.075,513453,593
734,16.1762,1.098,515039,593
735,17.0561,1.052,515039,593
736,16.623,1.208,515133,593
737,17.2181,1.098,515363,593
738,16.7326,1.083,516379,593
739,16.2137,1.199,516323,593
740,16.4454,1.141,521763,593
741,17.7896,1.013,535429,593
742,16.3846,1.112,535429,593
743,16.3319,1.011,533549,593
744,16.4332,1.021,537881,593
745,16.3592,1.232,537881,593
746,16.8419,0.998,537881,593
747,16.4361,1.014,538151,593
748,17.4679,1.003,536479,593
749,17.8754,1.114,537531,593
750,17.703,1.177,536791,593
751,16.3972,1.121,537023,593
752,16.1176,0.863,537347,593
753,16.5526,1.017,537047,593
754,16.1075,1.135,537471,593
755,17.0406,1.001,537919,593
756,16.233,0.903,538135,593
757,16.6111,0.863,538019,593
758,17.3064,1.28,539105,593
759,16.3658,1.189,539105,593
760,17.023,1.025,539105,593
761,16.2899,1.344,527425,593
762,16.9212,0.978,526439,593
763,17.0656,1.21,526439,593
764,16.8629,1.105,526439,593
765,16.1128,1.092,528175,593
766,15.9392,0.838,527773,593
767,17.4567,1.047,523281,593
768,16.1428,1.184,521637,593
769,16.1419,0.962,523281,593
770,16.2026,0.942,523281,593
771,16.7253,0.958,523441,593
772,16.6087,1.12,523441,593
773,16.6793,1.1,523597,593
774,16.5628,1.094,526635,593
775,16.0522,1.083,526871,593
776,16.0574,1.092,526671,593
777,17.0957,1.132,527009,593
778,15.5972,1.063,527285,593
779,15.9364,1.108,528091,593
780,17.3979,0.837,522911,593
781,16.7245,1.114,522911,593
782,16.1746,1.202,522354,593
783,16.3171,1.105,524622,593
784,16.6573,1.023,526054,593
785,16.0351,1.053,529088,593
786,16.8496,1.027,529152,593
787,16.3468,0.863,528758,593
788,16.0928,0.948,528750,593
789,16.4864,1.065,529902,593
790,16.8951,1.479,531312,593
791,16.3325,1.084,531608,593
792,16.7275,1.05,529964,593
793,16.7645,1.067,530090,593
794,15.875,1.102,529198,593
795,17.7664,1.076,529198,593
796,16.2502,1.171,529198,593
797,16.4223,1.099,529086,593
798,16.1932,1.179,529154,593
799,16.4306,1.117,528842,593
800,16.509,1.081,527448,593
801,16.4087,0.999,527448,593
802,15.9684,1.04,527360,593
803,16.5952,0.987,527348,593
804,16.9519,1.497,527348,593
805,15.8606,1.001,527492,593
806,16.383,0.987,527492,593
807,16.0716,1.213,527804,593
808,16.6496,1.017,527804,593
809,16.1459,1.335,528142,593
810,16.3647,1.07,528142,593
811,16.4126,1.094,528142,593
812,16.3927,0.836,528722,593
813,16.2369,1.21,528186,593
814,17.2073,0.98,528186,593
815,16.238,1.1,528674,593
816,16.5261,0.874,528674,593
817,16.4377,1.213,528298,593
818,17.3106,1.138,528298,593
819,16.0509,1.088,528298,593
820,16.8076,0.957,528826,593
821,16.6412,1.094,528798,593
822,15.608,1.113,528074,593
823,16.1798,1.199,528106,593
824,16.1172,1.016,527802,593
825,17.7722,0.825,527674,593
826,16.0108,1.195,527770,593
827,18.1002,0.928,527770,593
828,16.6116,1.213,527722,593
829,16.2444,1.108,527722,593
830,16.0672,0.998,527736,593
831,16.1026,1.084,527412,593
832,16.0718,1.181,527412,593
833,18.0524,1.044,527180,593
834,16.4281,1.109,527180,593
835,16.888,1.073,527180,593
836,17.8098,0.992,527180,593
837,16.111,1.096,527180,593
838,17.6189,0.878,526842,593
839,17.1103,1.085,531698,593
840,16.6274,1.123,532130,593
841,16.2784,0.985,534056,593
842,16.5718,0.882,534056,593
843,16.9191,1.033,534548,593
844,16.1187,1.05,534548,593
845,17.6223,0.987,534548,593
846,16.278,1.115,536548,593
847,17.1648,0.935,536548,593
848,16.3087,1.085,536548,593
849,16.2914,1.064,536548,593
850,16.9353,0.972,536548,593
851,16.5087,1.084,549764,593
852,16.7229,1.136,549764,593
853,17.2132,1.198,549764,593
854,16.214,1.342,549764,593
855,16.9516,1.035,549764,593
856,16.0218,0.93,548671,593
857,16.7586,0.891,551819,593
858,16.5218,1.468,551819,593
859,16.7874,1.085,552123,593
860,16.2327,1.029,553109,593
861,16.4041,0.93,553109,593
862,16.0076,1.001,554781,593
863,16.7001,1.023,554607,593
864,17.8385,0.976,554607,593
865,16.5161,1.113,554607,593
866,15.7585,1.219,554403,593
867,15.99,0.91,555649,593
868,16.5468,1.131,555649,593
869,16.4575,1.357,557777,593
870,16.1704,1.089,558577,593
871,16.2648,0.938,559794,593
872,16.5531,0.929,559794,593
873,16.6202,1.102,560764,593
874,16.9931,1.097,561469,593
875,16.6078,0.986,560163,593
876,15.9022,1.058,560682,593
